numero_commande,date_commande,client,montant_total_commande,sku_produit,produit_designation,quantite,prix_unitaire_cad,sous_total_ligne_cad
CMD-0005639,2023-05-09,Garage du Centre,4890.7,SUS-11734,Rotule de direction (Sachs),12,229.1,2749.2
CMD-0005639,2023-05-09,Garage du Centre,4890.7,SEN-40952,Capteur vilebrequin (Delphi),1,336.29,336.29
CMD-0005639,2023-05-09,Garage du Centre,4890.7,WAT-41464,Courroie accessoire (Gates),11,164.11,1805.21
CMD-0005640,2023-09-13,Garage Les Experts,3711.16,RAD-18652,Kit distribution + pompe (SKF),12,292.67,3512.04
CMD-0005640,2023-09-13,Garage Les Experts,3711.16,FLT-11221,Filtre carburant diesel (Mahle),4,49.78,199.12
CMD-0005641,2023-09-18,Auto-Réparation ABC,6663.35,STR-32868,Démarreur 1.8kW (Bosch),10,414.11,4141.1
CMD-0005641,2023-09-18,Auto-Réparation ABC,6663.35,BRK-47894,Étrier reconditionné (Ferodo),6,105.28,631.68
CMD-0005641,2023-09-18,Auto-Réparation ABC,6663.35,ALT-23809,Alternateur 140A (Delphi),8,148.97,1191.76
CMD-0005641,2023-09-18,Auto-Réparation ABC,6663.35,CAB-15420,Filtre à huile (Wix),4,11.27,45.08
CMD-0005641,2023-09-18,Auto-Réparation ABC,6663.35,STR-44326,Capteur vilebrequin (Bosch),6,76.03,456.18
CMD-0005641,2023-09-18,Auto-Réparation ABC,6663.35,ARM-12639,Ressort hélicoïdal (Bilstein),3,65.85,197.55
CMD-0005642,2023-12-02,Garage Les Experts,4126.68,AIR-18291,Filtre habitacle charbon (Purflux),12,37.94,455.28
CMD-0005642,2023-12-02,Garage Les Experts,4126.68,STR-46167,Alternateur 140A (Denso),12,271.83,3261.96
CMD-0005642,2023-12-02,Garage Les Experts,4126.68,STR-14810,Bras oscillant inférieur (Monroe),8,51.18,409.44
CMD-0005643,2023-05-29,Garage du Centre,85.61,SUS-09008,Amortisseur bitube (Monroe),1,85.61,85.61
CMD-0005644,2023-09-29,Atelier Mécanique 360,5724.55,RAD-42710,Kit distribution + pompe (Valeo),1,285.35,285.35
CMD-0005644,2023-09-29,Atelier Mécanique 360,5724.55,ARM-26734,Rotule de direction (KYB),5,317.43,1587.15
CMD-0005644,2023-09-29,Atelier Mécanique 360,5724.55,RAD-00701,Thermostat piloté (SKF),4,248.83,995.32
CMD-0005644,2023-09-29,Atelier Mécanique 360,5724.55,SEN-43028,Bobine d'allumage (Denso),6,390.64,2343.84
CMD-0005644,2023-09-29,Atelier Mécanique 360,5724.55,ARM-32310,Bras oscillant inférieur (KYB),7,73.27,512.89
CMD-0005645,2023-01-26,Garage Tremblay,2417.43,SUS-39419,Ressort hélicoïdal (Monroe),11,84.75,932.25
CMD-0005645,2023-01-26,Garage Tremblay,2417.43,RAD-07747,Courroie accessoire (SKF),7,186.18,1303.26
CMD-0005645,2023-01-26,Garage Tremblay,2417.43,AIR-24920,Filtre à air (Purflux),8,22.74,181.92
CMD-0005646,2023-07-11,Auto-Réparation ABC,5874.74,STR-05729,Alternateur 140A (Valeo),10,379.01,3790.1
CMD-0005646,2023-07-11,Auto-Réparation ABC,5874.74,AIR-32908,Filtre carburant diesel (Wix),12,43.36,520.32
CMD-0005646,2023-07-11,Auto-Réparation ABC,5874.74,STR-36434,Amortisseur bitube (Sachs),4,153.8,615.2
CMD-0005646,2023-07-11,Auto-Réparation ABC,5874.74,AIR-21292,Filtre habitacle charbon (Wix),2,10.94,21.88
CMD-0005646,2023-07-11,Auto-Réparation ABC,5874.74,BEL-41369,Kit distribution + pompe (Nissens),4,231.81,927.24
CMD-0005647,2023-07-18,Concessionnaire XYZ,4023.32,BRK-31348,Disque ventilé (TRW),7,83.92,587.44
CMD-0005647,2023-07-18,Concessionnaire XYZ,4023.32,STR-40229,Sonde Lambda amont (Bosch),8,267.51,2140.08
CMD-0005647,2023-07-18,Concessionnaire XYZ,4023.32,FLT-17548,Filtre carburant diesel (Bosch),4,20.99,83.96
CMD-0005647,2023-07-18,Concessionnaire XYZ,4023.32,SEN-25616,Alternateur 140A (NGK),4,302.96,1211.84
CMD-0005648,2023-06-30,Auto Clinic,3617.68,SUS-25984,Ressort hélicoïdal (Moog),11,328.88,3617.68
CMD-0005649,2023-04-30,Pneus & Mécanique Pro,4464.0,BRK-01703,Disque ventilé (Textar),9,227.28,2045.52
CMD-0005649,2023-04-30,Pneus & Mécanique Pro,4464.0,STR-00734,Ressort hélicoïdal (Monroe),9,176.98,1592.82
CMD-0005649,2023-04-30,Pneus & Mécanique Pro,4464.0,ARM-36759,Amortisseur bitube (Bilstein),2,301.23,602.46
CMD-0005649,2023-04-30,Pneus & Mécanique Pro,4464.0,WAT-34454,Kit distribution + pompe (Gates),10,22.32,223.2
CMD-0005650,2023-08-16,Moteurs & Cie,7142.05,FLT-09515,Filtre carburant diesel (Mann-Filter),7,24.39,170.73
CMD-0005650,2023-08-16,Moteurs & Cie,7142.05,BRK-40997,Plaquettes AV (Brembo),12,112.02,1344.24
CMD-0005650,2023-08-16,Moteurs & Cie,7142.05,STR-01648,Bobine d'allumage (Delphi),7,207.71,1453.97
CMD-0005650,2023-08-16,Moteurs & Cie,7142.05,STR-32733,Amortisseur bitube (Bilstein),11,173.93,1913.23
CMD-0005650,2023-08-16,Moteurs & Cie,7142.05,BRK-17621,Plaquettes AR (Bosch),6,87.86,527.16
CMD-0005650,2023-08-16,Moteurs & Cie,7142.05,ALT-03167,Démarreur 1.8kW (Valeo),11,157.52,1732.72
CMD-0005651,2023-10-18,Concessionnaire XYZ,1302.9,ALT-01862,Démarreur 1.8kW (Bosch),10,130.29,1302.9
CMD-0005652,2023-04-02,Atelier Mécanique 360,2651.32,BEL-03223,Thermostat piloté (Continental),7,378.76,2651.32
CMD-0005653,2023-06-05,Centre Auto Plus,3939.35,ALT-23809,Alternateur 140A (Delphi),2,148.97,297.94
CMD-0005653,2023-06-05,Centre Auto Plus,3939.35,ARM-12639,Ressort hélicoïdal (Bilstein),3,65.85,197.55
CMD-0005653,2023-06-05,Centre Auto Plus,3939.35,STR-32868,Démarreur 1.8kW (Bosch),7,414.11,2898.77
CMD-0005653,2023-06-05,Centre Auto Plus,3939.35,BRK-47894,Étrier reconditionné (Ferodo),4,105.28,421.12
CMD-0005653,2023-06-05,Centre Auto Plus,3939.35,CAB-15420,Filtre à huile (Wix),11,11.27,123.97
CMD-0005654,2023-03-22,Centre Auto Plus,6052.56,STR-38547,Alternateur 140A (Denso),8,370.33,2962.64
CMD-0005654,2023-03-22,Centre Auto Plus,6052.56,ARM-28384,Bras oscillant inférieur (Bilstein),9,49.12,442.08
CMD-0005654,2023-03-22,Centre Auto Plus,6052.56,RAD-29750,Radiateur alu (Valeo),5,18.8,94.0
CMD-0005654,2023-03-22,Centre Auto Plus,6052.56,CAL-20523,Flexible de frein (Textar),4,200.28,801.12
CMD-0005654,2023-03-22,Centre Auto Plus,6052.56,STR-30623,Alternateur 140A (Delphi),6,292.12,1752.72
CMD-0005655,2023-11-24,Concessionnaire XYZ,2411.57,STR-48938,Rotule de direction (Sachs),7,344.51,2411.57
CMD-0005656,2023-04-05,Atelier Mécanique 360,5337.32,SUS-39270,Ressort hélicoïdal (Moog),10,53.44,534.4
CMD-0005656,2023-04-05,Atelier Mécanique 360,5337.32,ALT-15156,Alternateur 140A (Delphi),1,98.43,98.43
CMD-0005656,2023-04-05,Atelier Mécanique 360,5337.32,SUS-28253,Rotule de direction (KYB),8,229.97,1839.76
CMD-0005656,2023-04-05,Atelier Mécanique 360,5337.32,SEN-07722,Capteur vilebrequin (Delphi),3,308.97,926.91
CMD-0005656,2023-04-05,Atelier Mécanique 360,5337.32,SUS-48488,Rotule de direction (Moog),2,55.03,110.06
CMD-0005656,2023-04-05,Atelier Mécanique 360,5337.32,STR-44231,Bobine d'allumage (Denso),11,166.16,1827.76
CMD-0005657,2023-08-01,Garage Les Experts,2428.98,ROT-29614,Plaquettes AR (Brembo),2,116.06,232.12
CMD-0005657,2023-08-01,Garage Les Experts,2428.98,ROT-13415,Disque ventilé (Ferodo),5,163.27,816.35
CMD-0005657,2023-08-01,Garage Les Experts,2428.98,ARM-35771,Rotule de direction (KYB),7,54.42,380.94
CMD-0005657,2023-08-01,Garage Les Experts,2428.98,ALT-00619,Démarreur 1.8kW (Bosch),11,62.48,687.28
CMD-0005657,2023-08-01,Garage Les Experts,2428.98,AIR-01574,Filtre habitacle charbon (Mann-Filter),11,28.39,312.29
CMD-0005658,2023-01-20,Concessionnaire XYZ,5040.7,STR-47643,Sonde Lambda amont (Bosch),9,213.44,1920.96
CMD-0005658,2023-01-20,Concessionnaire XYZ,5040.7,BEL-19040,Courroie accessoire (Nissens),11,271.7,2988.7
CMD-0005658,2023-01-20,Concessionnaire XYZ,5040.7,AIR-39276,Filtre à air (Bosch),3,43.68,131.04
CMD-0005659,2024-01-01,Mécanique Rapide Inc.,6671.81,STR-39916,Bras oscillant inférieur (KYB),7,78.13,546.91
CMD-0005659,2024-01-01,Mécanique Rapide Inc.,6671.81,CAL-46813,Plaquettes AV (TRW),11,90.45,994.95
CMD-0005659,2024-01-01,Mécanique Rapide Inc.,6671.81,SEN-43326,Bobine d'allumage (Delphi),3,472.14,1416.42
CMD-0005659,2024-01-01,Mécanique Rapide Inc.,6671.81,RAD-41344,Radiateur alu (SKF),1,367.96,367.96
CMD-0005659,2024-01-01,Mécanique Rapide Inc.,6671.81,SEN-46689,Sonde Lambda amont (Denso),9,371.73,3345.57
CMD-0005660,2023-02-16,Pièces Auto Dépôt,2921.45,RAD-06766,Radiateur alu (SKF),7,417.35,2921.45
CMD-0005661,2023-12-24,Pièces Auto Dépôt,6314.94,SEN-36463,Démarreur 1.8kW (NGK),4,132.97,531.88
CMD-0005661,2023-12-24,Pièces Auto Dépôt,6314.94,CAB-28963,Filtre à air (Mann-Filter),10,61.65,616.5
CMD-0005661,2023-12-24,Pièces Auto Dépôt,6314.94,SUS-49159,Ressort hélicoïdal (KYB),11,281.65,3098.15
CMD-0005661,2023-12-24,Pièces Auto Dépôt,6314.94,RAD-42710,Kit distribution + pompe (Valeo),7,285.35,1997.45
CMD-0005661,2023-12-24,Pièces Auto Dépôt,6314.94,AIR-42310,Filtre habitacle charbon (Mann-Filter),4,17.74,70.96
CMD-0005662,2023-01-26,Atelier Mécanique 360,4977.18,FLT-25335,Filtre à huile (Mahle),6,5.65,33.9
CMD-0005662,2023-01-26,Atelier Mécanique 360,4977.18,ALT-46364,Capteur vilebrequin (Denso),12,411.94,4943.28
CMD-0005663,2023-07-13,Garage Les Experts,5408.65,RAD-35143,Radiateur alu (Continental),2,25.73,51.46
CMD-0005663,2023-07-13,Garage Les Experts,5408.65,STR-29397,Bobine d'allumage (Valeo),1,339.38,339.38
CMD-0005663,2023-07-13,Garage Les Experts,5408.65,ARM-26734,Rotule de direction (KYB),5,317.43,1587.15
CMD-0005663,2023-07-13,Garage Les Experts,5408.65,SUS-41277,Amortisseur bitube (Monroe),9,100.2,901.8
CMD-0005663,2023-07-13,Garage Les Experts,5408.65,ALT-21944,Alternateur 140A (Valeo),11,180.54,1985.94
CMD-0005663,2023-07-13,Garage Les Experts,5408.65,ROT-29640,Disque ventilé (Ferodo),7,77.56,542.92
CMD-0005664,2023-12-09,Services Automobiles Express,978.0,CAL-46776,Étrier reconditionné (Bosch),12,81.5,978.0
CMD-0005665,2023-11-07,Centre Auto Plus,2791.39,BEL-28845,Thermostat piloté (Nissens),11,213.04,2343.44
CMD-0005665,2023-11-07,Centre Auto Plus,2791.39,ARM-18014,Rotule de direction (Moog),1,177.11,177.11
CMD-0005665,2023-11-07,Centre Auto Plus,2791.39,FLT-49525,Filtre à huile (Purflux),6,45.14,270.84
CMD-0005666,2023-01-17,Centre Auto Plus,1459.85,BRK-12029,Plaquettes AV (Bosch),5,137.01,685.05
CMD-0005666,2023-01-17,Centre Auto Plus,1459.85,STR-21980,Bras oscillant inférieur (Moog),4,193.7,774.8
CMD-0005667,2023-12-07,Centre Auto Plus,4836.2,FLT-09515,Filtre carburant diesel (Mann-Filter),7,24.39,170.73
CMD-0005667,2023-12-07,Centre Auto Plus,4836.2,ROT-21700,Disque ventilé (Brembo),10,28.75,287.5
CMD-0005667,2023-12-07,Centre Auto Plus,4836.2,AIR-37314,Filtre à air (Mahle),1,32.17,32.17
CMD-0005667,2023-12-07,Centre Auto Plus,4836.2,SUS-18541,Rotule de direction (Sachs),11,125.58,1381.38
CMD-0005667,2023-12-07,Centre Auto Plus,4836.2,ALT-28362,Sonde Lambda amont (Bosch),9,329.38,2964.42
CMD-0005668,2023-06-27,Garage du Centre,911.04,STR-17474,Rotule de direction (Moog),8,113.88,911.04
CMD-0005669,2023-06-16,Garage Les Experts,3448.84,SUS-11950,Amortisseur bitube (Monroe),12,100.09,1201.08
CMD-0005669,2023-06-16,Garage Les Experts,3448.84,CAB-22653,Filtre à air (Mann-Filter),1,36.87,36.87
CMD-0005669,2023-06-16,Garage Les Experts,3448.84,SEN-08714,Sonde Lambda amont (Bosch),7,270.28,1891.96
CMD-0005669,2023-06-16,Garage Les Experts,3448.84,CAB-01720,Filtre habitacle charbon (Mann-Filter),1,57.99,57.99
CMD-0005669,2023-06-16,Garage Les Experts,3448.84,ARM-14753,Ressort hélicoïdal (Moog),6,43.49,260.94
CMD-0005670,2023-09-25,Mécanique Rapide Inc.,3915.56,STR-46587,Sonde Lambda amont (Valeo),2,488.88,977.76
CMD-0005670,2023-09-25,Mécanique Rapide Inc.,3915.56,CAB-40353,Filtre à huile (Mann-Filter),11,62.02,682.22
CMD-0005670,2023-09-25,Mécanique Rapide Inc.,3915.56,AIR-48742,Filtre habitacle charbon (Wix),9,59.22,532.98
CMD-0005670,2023-09-25,Mécanique Rapide Inc.,3915.56,CAL-49453,Flexible de frein (Ferodo),10,172.26,1722.6
CMD-0005671,2023-02-03,Auto Clinic,984.77,CAB-20654,Filtre habitacle charbon (Mahle),6,25.18,151.08
CMD-0005671,2023-02-03,Auto Clinic,984.77,AIR-20060,Filtre habitacle charbon (Mahle),4,38.69,154.76
CMD-0005671,2023-02-03,Auto Clinic,984.77,ARM-15038,Amortisseur bitube (KYB),3,226.31,678.93
CMD-0005672,2023-12-31,Auto Clinic,170.73,FLT-09515,Filtre carburant diesel (Mann-Filter),7,24.39,170.73
CMD-0005673,2023-09-05,Pneus & Mécanique Pro,2767.61,STR-34463,Bobine d'allumage (Bosch),8,116.96,935.68
CMD-0005673,2023-09-05,Pneus & Mécanique Pro,2767.61,FLT-33494,Filtre habitacle charbon (Mahle),11,41.53,456.83
CMD-0005673,2023-09-05,Pneus & Mécanique Pro,2767.61,STR-25270,Rotule de direction (Sachs),5,154.21,771.05
CMD-0005673,2023-09-05,Pneus & Mécanique Pro,2767.61,CAB-04105,Filtre carburant diesel (Purflux),6,35.35,212.1
CMD-0005673,2023-09-05,Pneus & Mécanique Pro,2767.61,ALT-13814,Sonde Lambda amont (Delphi),3,130.65,391.95
CMD-0005674,2023-11-15,Pneus & Mécanique Pro,5577.11,STR-04605,Démarreur 1.8kW (Bosch),8,40.02,320.16
CMD-0005674,2023-11-15,Pneus & Mécanique Pro,5577.11,WAT-41877,Radiateur alu (Valeo),7,245.9,1721.3
CMD-0005674,2023-11-15,Pneus & Mécanique Pro,5577.11,ARM-26734,Rotule de direction (KYB),7,317.43,2222.01
CMD-0005674,2023-11-15,Pneus & Mécanique Pro,5577.11,STR-05265,Démarreur 1.8kW (Bosch),3,437.88,1313.64
CMD-0005675,2023-08-21,Garage Les Experts,743.3,BRK-17039,Étrier reconditionné (Brembo),10,74.33,743.3
CMD-0005676,2023-09-17,Pneus & Mécanique Pro,676.81,CAL-39209,Plaquettes AR (Brembo),1,125.46,125.46
CMD-0005676,2023-09-17,Pneus & Mécanique Pro,676.81,CAL-19670,Plaquettes AR (Textar),1,169.95,169.95
CMD-0005676,2023-09-17,Pneus & Mécanique Pro,676.81,BRK-48936,Plaquettes AR (Ferodo),4,95.35,381.4
CMD-0005677,2023-10-30,Services Automobiles Express,2040.66,STR-03215,Amortisseur bitube (Monroe),3,277.53,832.59
CMD-0005677,2023-10-30,Services Automobiles Express,2040.66,SEN-28367,Alternateur 140A (NGK),3,402.69,1208.07
CMD-0005678,2023-12-04,Services Automobiles Express,2960.76,SEN-33493,Alternateur 140A (Delphi),10,207.89,2078.9
CMD-0005678,2023-12-04,Services Automobiles Express,2960.76,ARM-44684,Bras oscillant inférieur (Moog),7,125.98,881.86
CMD-0005679,2023-04-04,Auto Clinic,2627.5,WAT-19737,Radiateur alu (Nissens),10,27.21,272.1
CMD-0005679,2023-04-04,Auto Clinic,2627.5,ROT-48172,Disque ventilé (Ferodo),10,219.26,2192.6
CMD-0005679,2023-04-04,Auto Clinic,2627.5,FLT-43224,Filtre à huile (Bosch),4,40.7,162.8
CMD-0005680,2023-07-24,Moteurs & Cie,2937.17,RAD-04954,Thermostat piloté (Valeo),9,68.13,613.17
CMD-0005680,2023-07-24,Moteurs & Cie,2937.17,SUS-39270,Ressort hélicoïdal (Moog),11,53.44,587.84
CMD-0005680,2023-07-24,Moteurs & Cie,2937.17,CAB-46451,Filtre habitacle charbon (Wix),2,40.46,80.92
CMD-0005680,2023-07-24,Moteurs & Cie,2937.17,CAL-46443,Étrier reconditionné (Brembo),9,157.01,1413.09
CMD-0005680,2023-07-24,Moteurs & Cie,2937.17,ROT-11097,Plaquettes AR (Brembo),4,35.18,140.72
CMD-0005680,2023-07-24,Moteurs & Cie,2937.17,CAB-15420,Filtre à huile (Wix),9,11.27,101.43
CMD-0005681,2023-10-29,Garage Royal,3140.07,CAL-46057,Plaquettes AV (Bosch),7,121.97,853.79
CMD-0005681,2023-10-29,Garage Royal,3140.07,ALT-06390,Alternateur 140A (Bosch),8,206.77,1654.16
CMD-0005681,2023-10-29,Garage Royal,3140.07,ARM-34273,Bras oscillant inférieur (KYB),9,33.96,305.64
CMD-0005681,2023-10-29,Garage Royal,3140.07,CAB-44275,Filtre à huile (Mann-Filter),8,40.81,326.48
CMD-0005682,2023-07-21,Pneus & Mécanique Pro,2115.62,SEN-05115,Démarreur 1.8kW (Valeo),10,94.19,941.9
CMD-0005682,2023-07-21,Pneus & Mécanique Pro,2115.62,BRK-00118,Disque ventilé (Bosch),1,167.52,167.52
CMD-0005682,2023-07-21,Pneus & Mécanique Pro,2115.62,BRK-36860,Disque ventilé (Bosch),2,50.0,100.0
CMD-0005682,2023-07-21,Pneus & Mécanique Pro,2115.62,CAL-14739,Flexible de frein (Ferodo),2,125.08,250.16
CMD-0005682,2023-07-21,Pneus & Mécanique Pro,2115.62,STR-48799,Bras oscillant inférieur (Moog),4,164.01,656.04
CMD-0005683,2023-02-24,Services Automobiles Express,363.75,WAT-44659,Courroie accessoire (Nissens),2,135.27,270.54
CMD-0005683,2023-02-24,Services Automobiles Express,363.75,BRK-40755,Étrier reconditionné (Textar),1,93.21,93.21
CMD-0005684,2023-04-30,Carrosserie Moderne,877.05,ARM-22775,Amortisseur bitube (Monroe),8,85.05,680.4
CMD-0005684,2023-04-30,Carrosserie Moderne,877.05,RAD-23198,Radiateur alu (Gates),9,21.85,196.65
CMD-0005685,2023-07-28,Carrosserie Moderne,5098.04,FLT-40552,Filtre carburant diesel (Mann-Filter),9,38.98,350.82
CMD-0005685,2023-07-28,Carrosserie Moderne,5098.04,AIR-12056,Filtre à huile (Purflux),6,26.78,160.68
CMD-0005685,2023-07-28,Carrosserie Moderne,5098.04,ARM-12921,Ressort hélicoïdal (Sachs),5,261.9,1309.5
CMD-0005685,2023-07-28,Carrosserie Moderne,5098.04,ALT-28662,Alternateur 140A (Denso),8,409.63,3277.04
CMD-0005686,2023-03-06,Concessionnaire XYZ,4729.4,STR-11959,Démarreur 1.8kW (Delphi),9,265.07,2385.63
CMD-0005686,2023-03-06,Concessionnaire XYZ,4729.4,ALT-28683,Alternateur 140A (NGK),2,393.26,786.52
CMD-0005686,2023-03-06,Concessionnaire XYZ,4729.4,FLT-16851,Filtre à huile (Purflux),7,48.92,342.44
CMD-0005686,2023-03-06,Concessionnaire XYZ,4729.4,CAB-32976,Filtre habitacle charbon (Mahle),9,53.81,484.29
CMD-0005686,2023-03-06,Concessionnaire XYZ,4729.4,CAL-01925,Plaquettes AR (TRW),4,182.63,730.52
CMD-0005687,2023-03-31,Pneus & Mécanique Pro,424.62,CAL-49449,Flexible de frein (TRW),3,23.04,69.12
CMD-0005687,2023-03-31,Pneus & Mécanique Pro,424.62,STR-45254,Capteur vilebrequin (Bosch),2,177.75,355.5
CMD-0005688,2023-05-06,Moteurs & Cie,185.2,ALT-24258,Démarreur 1.8kW (Valeo),1,185.2,185.2
CMD-0005689,2023-11-28,Garage du Centre,3920.07,STR-22335,Ressort hélicoïdal (KYB),9,47.08,423.72
CMD-0005689,2023-11-28,Garage du Centre,3920.07,WAT-16531,Radiateur alu (Valeo),11,219.65,2416.15
CMD-0005689,2023-11-28,Garage du Centre,3920.07,FLT-29842,Filtre à huile (Mann-Filter),2,59.6,119.2
CMD-0005689,2023-11-28,Garage du Centre,3920.07,CAL-18769,Étrier reconditionné (TRW),8,53.8,430.4
CMD-0005689,2023-11-28,Garage du Centre,3920.07,FLT-09515,Filtre carburant diesel (Mann-Filter),5,24.39,121.95
CMD-0005689,2023-11-28,Garage du Centre,3920.07,CAB-20704,Filtre habitacle charbon (Mann-Filter),11,37.15,408.65
CMD-0005690,2023-01-22,Garage Royal,951.48,STR-38896,Capteur vilebrequin (NGK),2,475.74,951.48
CMD-0005691,2023-02-21,Garage Royal,1217.44,BRK-03960,Étrier reconditionné (Bosch),8,152.18,1217.44
CMD-0005692,2023-12-13,Moteurs & Cie,6117.34,ARM-34560,Rotule de direction (Monroe),11,219.93,2419.23
CMD-0005692,2023-12-13,Moteurs & Cie,6117.34,CAL-09462,Plaquettes AV (Bosch),5,189.74,948.7
CMD-0005692,2023-12-13,Moteurs & Cie,6117.34,SEN-33586,Démarreur 1.8kW (Valeo),9,110.65,995.85
CMD-0005692,2023-12-13,Moteurs & Cie,6117.34,CAL-21127,Plaquettes AR (Brembo),5,147.93,739.65
CMD-0005692,2023-12-13,Moteurs & Cie,6117.34,ARM-21845,Bras oscillant inférieur (Sachs),12,63.53,762.36
CMD-0005692,2023-12-13,Moteurs & Cie,6117.34,SUS-35263,Rotule de direction (Sachs),1,251.55,251.55
CMD-0005693,2023-09-06,Auto-Réparation ABC,2788.98,SEN-12649,Capteur vilebrequin (Bosch),6,134.94,809.64
CMD-0005693,2023-09-06,Auto-Réparation ABC,2788.98,BEL-39171,Courroie accessoire (SKF),6,257.77,1546.62
CMD-0005693,2023-09-06,Auto-Réparation ABC,2788.98,ROT-06544,Étrier reconditionné (Ferodo),2,216.36,432.72
CMD-0005694,2023-06-19,Garage Tremblay,5648.52,ALT-36862,Bobine d'allumage (Bosch),4,304.14,1216.56
CMD-0005694,2023-06-19,Garage Tremblay,5648.52,WAT-44958,Courroie accessoire (Continental),1,321.93,321.93
CMD-0005694,2023-06-19,Garage Tremblay,5648.52,SUS-36442,Rotule de direction (Monroe),7,216.06,1512.42
CMD-0005694,2023-06-19,Garage Tremblay,5648.52,STR-01648,Bobine d'allumage (Delphi),11,207.71,2284.81
CMD-0005694,2023-06-19,Garage Tremblay,5648.52,STR-03439,Amortisseur bitube (Monroe),8,39.1,312.8
CMD-0005695,2023-04-03,Pneus & Mécanique Pro,4769.7,CAB-07349,Filtre carburant diesel (Wix),5,37.83,189.15
CMD-0005695,2023-04-03,Pneus & Mécanique Pro,4769.7,ARM-37505,Ressort hélicoïdal (KYB),9,300.11,2700.99
CMD-0005695,2023-04-03,Pneus & Mécanique Pro,4769.7,BEL-29969,Kit distribution + pompe (SKF),1,54.76,54.76
CMD-0005695,2023-04-03,Pneus & Mécanique Pro,4769.7,SUS-15220,Amortisseur bitube (Monroe),3,183.52,550.56
CMD-0005695,2023-04-03,Pneus & Mécanique Pro,4769.7,RAD-26511,Thermostat piloté (Valeo),11,115.84,1274.24
CMD-0005696,2023-03-01,Garage Tremblay,9351.31,AIR-47742,Filtre à huile (Mahle),11,58.05,638.55
CMD-0005696,2023-03-01,Garage Tremblay,9351.31,ALT-36862,Bobine d'allumage (Bosch),8,304.14,2433.12
CMD-0005696,2023-03-01,Garage Tremblay,9351.31,STR-01648,Bobine d'allumage (Delphi),7,207.71,1453.97
CMD-0005696,2023-03-01,Garage Tremblay,9351.31,WAT-44958,Courroie accessoire (Continental),7,321.93,2253.51
CMD-0005696,2023-03-01,Garage Tremblay,9351.31,STR-03439,Amortisseur bitube (Monroe),5,39.1,195.5
CMD-0005696,2023-03-01,Garage Tremblay,9351.31,SUS-36442,Rotule de direction (Monroe),11,216.06,2376.66
CMD-0005697,2023-04-21,Garage Tremblay,1941.06,CAB-29860,Filtre à huile (Mahle),3,26.56,79.68
CMD-0005697,2023-04-21,Garage Tremblay,1941.06,STR-37304,Rotule de direction (Monroe),6,310.23,1861.38
CMD-0005698,2023-12-11,Moteurs & Cie,5073.91,ARM-12639,Ressort hélicoïdal (Bilstein),8,65.85,526.8
CMD-0005698,2023-12-11,Moteurs & Cie,5073.91,ALT-23809,Alternateur 140A (Delphi),1,148.97,148.97
CMD-0005698,2023-12-11,Moteurs & Cie,5073.91,CAB-15420,Filtre à huile (Wix),6,11.27,67.62
CMD-0005698,2023-12-11,Moteurs & Cie,5073.91,STR-44326,Capteur vilebrequin (Bosch),12,76.03,912.36
CMD-0005698,2023-12-11,Moteurs & Cie,5073.91,STR-32868,Démarreur 1.8kW (Bosch),8,414.11,3312.88
CMD-0005698,2023-12-11,Moteurs & Cie,5073.91,BRK-47894,Étrier reconditionné (Ferodo),1,105.28,105.28
