code_barre_128,sku,classe_produit,designation,emplacement_id,prix_achat_cad,prix_importation_cad,prix_transport_cad,cout_de_revient_total,longueur_cm,largeur_cm,hauteur_cm,poids_kg,classe_abc
C1288424052131,FLT-029339,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-29-c-10,6.92,0.44,2.81,10.17,31.0,23.5,5.4,0.4,B
C1282895408473,SEN-029340,SEN - Petite Piece A2,Capteur ABS,A2-C07-T15-C,18.36,0.90,3.16,22.42,9.4,5.9,5.4,0.3,C
C1282403610780,ALT-029341,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-30-a-05,274.55,11.81,26.21,312.57,25.6,21.0,19.7,6.36,B
C1283899910580,RAD-029342,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L05-H3-S05,71.14,3.82,12.62,87.58,80.0,51.8,7.1,3.82,B
C1287100468988,ALT-029343,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-25-b-12,221.10,8.66,25.28,255.04,28.7,24.7,21.5,7.79,C
C1289138146339,EXH-029344,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L15-H2-S03,188.14,11.17,25.44,224.75,116.5,43.4,30.0,8.83,A
C1287325669491,STR-029345,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L05-H3-S02,67.24,3.80,22.61,93.65,59.2,21.8,21.3,8.82,A
C1284012928354,FUS-029346,FUS - Petite Piece A2,Boîte fusibles relais,A2-C07-T02-D,5.03,0.32,4.42,9.77,9.3,7.2,4.0,0.13,C
C1289388014405,RAD-029347,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L05-H4-S06,174.54,9.22,21.82,205.58,63.7,64.2,8.5,7.06,C
C1284169918313,EXH-029348,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L19-H4-S01,238.05,12.69,33.20,283.94,124.6,30.2,24.5,10.67,C
C1283105919246,RAD-029349,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L25-H5-S10,120.35,7.65,18.57,146.57,75.8,63.1,11.8,6.76,C
C1289050925075,FLT-029350,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-18-a-11,17.29,0.97,4.40,22.66,26.7,15.3,6.4,0.24,C
C1285161089140,SPK-029351,SPK - Petite Piece A2,Bougie allumage iridium,A2-C03-T02-G,5.92,0.24,2.87,9.03,13.8,3.3,3.7,0.09,C
C1283008133286,ALT-029352,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-14-b-09,130.91,8.38,23.46,162.75,24.5,22.4,19.2,8.83,B
C1288789338511,FLT-029353,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-18-a-01,10.07,0.37,3.85,14.29,30.3,17.2,6.7,0.54,C
C1284608766093,RAD-029354,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L06-H4-S16,150.76,6.04,22.16,178.96,51.9,51.1,10.4,7.55,C
C1288298423917,STR-029355,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L06-H1-S05,128.16,7.86,17.77,153.79,63.8,15.5,24.0,5.5,A
C1284134412479,BRK-029356,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-40-c-06,55.76,2.23,7.63,65.62,25.0,13.9,7.2,1.64,B
C1288840232902,BLB-029357,BLB - Petite Piece A2,Ampoule LED H7,A2-C15-T13-C,10.66,0.50,3.56,14.72,7.1,5.0,4.3,0.07,A
C1287475429363,ROT-029358,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-07-c-02,61.29,3.14,19.48,83.91,28.8,27.3,5.7,8.43,B
C1285796363550,FLT-029359,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-24-a-04,20.61,0.91,4.39,25.91,20.0,17.4,4.5,0.49,C
C1284619949921,BRK-029360,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-30-b-03,44.94,2.91,10.32,58.17,16.7,14.8,9.7,3.68,C
C1288365261671,BMP-029361,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L01-H4-S01,310.77,19.27,36.05,366.09,151.7,59.3,35.7,10.81,B
C1288194507842,BRK-029362,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-03-b-09,41.89,2.33,9.93,54.15,16.2,10.9,5.7,3.61,B
C1282822933484,SEN-029363,SEN - Petite Piece A2,Capteur ABS,A2-C18-T14-E,35.08,2.01,3.54,40.63,9.4,4.4,3.2,0.24,C
C1283262681646,ALT-029364,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-09-b-07,182.59,11.64,23.75,217.98,22.6,19.5,24.7,7.87,C
C1286379460674,BLB-029365,BLB - Petite Piece A2,Ampoule LED H7,A2-C02-T07-F,14.35,0.75,3.78,18.88,9.1,4.8,4.9,0.11,C
C1282683904893,SPK-029366,SPK - Petite Piece A2,Bougie allumage iridium,A2-C14-T04-A,13.57,0.55,2.02,16.14,13.0,3.5,2.5,0.13,B
C1284637986954,FUS-029367,FUS - Petite Piece A2,Boîte fusibles relais,A2-C17-T05-A,11.27,0.62,3.21,15.10,5.8,4.1,4.3,0.19,C
C1282247898202,FLT-029368,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-12-c-01,20.44,1.25,4.47,26.16,30.9,16.5,7.6,0.37,C
C1285705597926,ALT-029369,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-25-b-08,191.62,9.77,27.30,228.69,24.5,23.7,24.6,8.55,B
C1283138833565,FLT-029370,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-27-c-01,21.26,0.88,5.63,27.77,28.1,18.3,6.0,0.47,A
C1286986669733,FUS-029371,FUS - Petite Piece A2,Boîte fusibles relais,A2-C16-T01-E,4.68,0.25,3.15,8.08,5.7,6.3,4.7,0.19,C
C1282145481339,FUS-029372,FUS - Petite Piece A2,Boîte fusibles relais,A2-C11-T08-H,7.01,0.30,3.18,10.49,8.4,4.8,2.2,0.18,B
C1287834548014,SEN-029373,SEN - Petite Piece A2,Capteur ABS,A2-C03-T09-B,33.56,1.24,4.70,39.50,11.0,4.9,4.9,0.14,B
C1286303247023,ROT-029374,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-03-b-11,73.98,4.49,28.83,107.30,28.6,35.0,5.2,12.64,C
C1283262487270,ALT-029375,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-23-a-07,135.89,6.42,19.17,161.48,25.7,19.1,22.7,6.09,C
C1284766678635,SEN-029376,SEN - Petite Piece A2,Capteur ABS,A2-C02-T02-F,20.67,0.98,3.11,24.76,13.5,5.5,5.0,0.12,C
C1288628144762,STR-029377,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L03-H5-S08,86.92,3.83,21.79,112.54,70.0,17.9,24.7,8.47,B
C1284110099583,ALT-029378,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-17-a-07,174.13,11.16,21.60,206.89,25.5,24.9,21.9,7.0,C
C1283618316219,FLT-029379,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-22-b-03,19.18,1.17,5.09,25.44,35.2,23.0,7.3,0.48,C
C1288657041272,BMP-029380,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-05-05-H3,200.84,9.85,29.03,239.72,172.4,58.0,52.9,9.47,C
C1285931869312,ALT-029381,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-11-b-05,278.99,16.25,31.62,326.86,25.8,19.7,20.4,8.95,A
C1281418210871,EXH-029382,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L20-H3-S01,187.64,8.75,41.21,237.60,136.3,39.2,26.7,16.79,B
C1283347480901,BRK-029383,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-06-c-05,56.52,2.14,8.24,66.90,23.8,14.7,9.6,2.26,C
C1284709013024,STR-029384,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L06-H4-S04,157.54,9.42,19.48,186.44,79.5,24.9,21.1,6.27,A
C1289951585540,BRK-029385,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-14-a-05,24.71,1.39,5.99,32.09,24.4,13.8,5.2,1.96,B
C1282922866013,FLT-029386,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-38-a-07,10.16,0.36,5.15,15.67,31.6,24.8,4.7,0.46,C
C1282407980335,SPK-029387,SPK - Petite Piece A2,Bougie allumage iridium,A2-C10-T08-C,9.17,0.59,1.78,11.54,12.7,2.0,3.2,0.11,C
C1289841081322,FLT-029388,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-27-c-08,18.53,1.17,4.81,24.51,30.4,21.9,6.5,0.4,B
C1289795273181,BRK-029389,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-40-c-04,45.28,2.81,9.78,57.87,23.0,10.4,9.5,2.97,C
C1289919018436,STR-029390,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L17-H2-S08,87.93,5.12,21.95,115.00,68.2,19.8,24.4,7.96,B
C1285022687181,FLT-029391,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-08-b-07,9.02,0.35,2.49,11.86,35.5,23.6,5.4,0.36,A
C1282731242179,BLB-029392,BLB - Petite Piece A2,Ampoule LED H7,A2-C04-T04-F,9.24,0.43,1.95,11.62,6.8,5.4,4.1,0.06,B
C1288573385068,SPK-029393,SPK - Petite Piece A2,Bougie allumage iridium,A2-C13-T04-B,10.71,0.42,3.64,14.77,10.9,3.3,2.5,0.15,A
C1281992153850,FLT-029394,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-39-a-07,8.75,0.56,2.16,11.47,32.7,20.5,5.8,0.21,C
C1281855326337,ALT-029395,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-21-a-04,127.48,8.16,21.17,156.81,26.3,24.4,19.6,8.13,C
C1287640313779,FLT-029396,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-20-a-03,15.65,0.71,4.87,21.23,27.2,14.9,7.2,0.36,C
C1285121834390,ROT-029397,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-23-c-06,63.29,3.78,25.41,92.48,26.8,27.3,5.7,10.87,A
C1286922030770,SEN-029398,SEN - Petite Piece A2,Capteur ABS,A2-C10-T02-D,23.92,1.10,4.37,29.39,8.8,6.8,4.8,0.24,B
C1281679438676,BRK-029399,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-16-b-05,46.92,1.78,9.14,57.84,18.7,14.5,6.9,2.92,A
C1287744778596,ROT-029400,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-25-a-05,79.71,3.92,27.99,111.62,32.7,27.1,6.2,12.03,C
C1282391650158,ALT-029401,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-26-b-05,189.89,9.30,22.91,222.10,26.5,24.8,18.1,7.14,A
C1286148805301,BRK-029402,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-34-a-09,29.30,1.84,9.09,40.23,18.1,17.6,8.4,2.44,C
C1287325645676,FUS-029403,FUS - Petite Piece A2,Boîte fusibles relais,A2-C12-T08-E,9.87,0.48,1.86,12.21,8.7,5.1,4.7,0.08,B
C1286533230137,FUS-029404,FUS - Petite Piece A2,Boîte fusibles relais,A2-C17-T02-B,4.66,0.25,2.90,7.81,7.8,5.6,2.1,0.08,C
C1285488196185,BRK-029405,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-27-a-06,31.87,1.75,7.25,40.87,20.3,13.4,9.7,2.38,B
C1287649118660,ALT-029406,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-16-c-03,195.30,8.93,26.20,230.43,22.0,21.1,21.6,7.88,C
C1285197737312,SEN-029407,SEN - Petite Piece A2,Capteur ABS,A2-C09-T07-H,27.28,1.04,4.75,33.07,8.9,5.8,5.9,0.32,C
C1286122523719,ALT-029408,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-39-c-06,148.81,9.06,24.98,182.85,29.8,22.3,24.8,8.87,C
C1288818528561,EXH-029409,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L07-H1-S10,166.04,7.35,43.35,216.74,121.9,40.3,28.1,17.76,B
C1281831936343,STR-029410,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L03-H4-S12,120.42,4.70,23.93,149.05,77.0,15.9,22.5,8.87,A
C1282064667898,SPK-029411,SPK - Petite Piece A2,Bougie allumage iridium,A2-C01-T12-F,15.84,0.67,4.36,20.87,13.1,2.6,2.7,0.15,B
C1287738156334,RAD-029412,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L09-H1-S08,191.32,11.34,17.91,220.57,66.7,54.8,9.5,4.69,B
C1284066358665,ROT-029413,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-01-b-06,99.59,5.46,21.01,126.06,35.5,30.4,6.1,7.57,A
C1281478600371,BRK-029414,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-06-c-03,38.92,1.57,8.52,49.01,22.2,13.3,9.3,2.99,C
C1281336625198,SEN-029415,SEN - Petite Piece A2,Capteur ABS,A2-C01-T09-G,42.93,1.93,4.54,49.40,8.0,5.9,3.3,0.38,C
C1287343459395,BRK-029416,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-09-a-08,24.08,1.47,7.37,32.92,20.6,16.1,9.5,2.12,B
C1281553066866,ALT-029417,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-18-b-12,133.26,5.80,24.90,163.96,29.2,19.7,23.3,8.75,A
C1286641017532,SPK-029418,SPK - Petite Piece A2,Bougie allumage iridium,A2-C02-T14-F,10.24,0.56,1.90,12.70,11.7,2.8,3.9,0.13,B
C1283185933283,ALT-029419,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-25-c-12,256.50,9.25,24.20,289.95,21.5,23.3,19.3,6.92,C
C1281615989396,FLT-029420,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-24-b-04,17.26,1.03,3.79,22.08,29.9,24.4,4.6,0.5,A
C1282363604241,FLT-029421,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-32-c-05,15.11,0.72,3.20,19.03,34.4,19.6,7.8,0.55,A
C1287220853362,ROT-029422,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-39-c-09,98.63,4.81,18.52,121.96,33.7,33.7,6.2,6.79,B
C1285435970690,FLT-029423,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-19-c-11,21.24,1.25,5.71,28.20,22.1,21.0,5.4,0.52,A
C1289404595799,FLT-029424,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-31-c-07,19.21,0.97,2.82,23.00,21.8,15.3,6.7,0.34,B
C1288710141177,FLT-029425,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-34-c-04,16.57,0.58,2.42,19.57,28.2,20.6,4.3,0.21,A
C1283023502564,BRK-029426,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-19-c-08,40.55,2.11,11.60,54.26,16.9,17.0,6.0,3.23,C
C1285910217937,FUS-029427,FUS - Petite Piece A2,Boîte fusibles relais,A2-C11-T07-B,7.99,0.48,3.87,12.34,8.5,6.0,3.8,0.19,B
C1289018646531,STR-029428,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-07-04-H4,111.89,5.80,23.63,141.32,74.5,21.7,15.9,8.86,A
C1282957603616,ROT-029429,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-33-b-05,55.78,2.87,16.52,75.17,34.6,29.1,5.9,6.91,C
C1282870550751,BRK-029430,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-35-c-10,30.16,1.61,6.33,38.10,21.0,10.1,8.5,1.95,B
C1282063363897,BRK-029431,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-07-b-06,24.63,1.32,11.11,37.06,21.8,17.6,5.8,3.32,C
C1285182875285,FUS-029432,FUS - Petite Piece A2,Boîte fusibles relais,A2-C05-T02-D,4.10,0.14,2.59,6.83,7.3,3.7,3.6,0.18,A
C1282171332385,SPK-029433,SPK - Petite Piece A2,Bougie allumage iridium,A2-C09-T09-G,15.09,0.56,2.41,18.06,10.8,2.1,3.0,0.12,A
C1289853635436,FUS-029434,FUS - Petite Piece A2,Boîte fusibles relais,A2-C16-T13-C,8.96,0.34,2.86,12.16,11.2,4.9,3.6,0.09,C
C1289396409830,BRK-029435,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-16-c-12,43.77,1.60,9.09,54.46,23.9,13.7,7.6,2.96,C
C1282524151069,BRK-029436,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-36-a-02,28.46,1.25,9.44,39.15,22.7,16.8,5.5,3.68,B
C1286308980842,FLT-029437,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-24-c-11,21.91,0.96,4.25,27.12,20.7,14.2,5.6,0.35,B
C1282799598168,RAD-029438,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L14-H3-S11,117.33,7.17,16.24,140.74,77.4,62.6,5.8,4.34,A
C1285190691604,FLT-029439,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-38-c-01,17.92,0.81,3.65,22.38,37.5,19.4,6.4,0.56,A
C1281311081587,SEN-029440,SEN - Petite Piece A2,Capteur ABS,A2-C17-T09-E,19.73,0.70,5.32,25.75,11.8,4.5,3.4,0.31,C
C1281554714313,SPK-029441,SPK - Petite Piece A2,Bougie allumage iridium,A2-C11-T11-D,10.88,0.50,3.96,15.34,12.7,3.1,2.8,0.13,C
C1281268069314,BRK-029442,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-22-b-12,64.63,3.13,11.16,78.92,22.6,12.5,7.9,2.71,B
C1282231793301,BRK-029443,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-40-c-01,37.46,1.54,8.21,47.21,15.2,10.4,7.9,2.94,C
C1284226417679,FLT-029444,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-14-b-05,19.03,1.21,3.43,23.67,25.1,19.4,7.0,0.57,B
C1287531457070,BRK-029445,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-27-a-01,26.97,1.74,7.80,36.51,24.4,17.0,8.7,1.55,A
C1285332786342,BLB-029446,BLB - Petite Piece A2,Ampoule LED H7,A2-C07-T15-E,17.04,0.86,4.59,22.49,8.3,4.9,5.7,0.07,C
C1285462756335,ROT-029447,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-04-c-09,35.58,2.20,17.68,55.46,28.2,27.9,4.3,7.81,C
C1284286728563,FLT-029448,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-08-a-09,7.91,0.34,3.69,11.94,22.8,17.6,6.2,0.39,C
C1286047349253,ALT-029449,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-21-b-04,173.25,10.68,22.20,206.13,29.0,19.6,22.2,7.7,B
C1287842460510,ROT-029450,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-18-a-12,77.89,3.29,23.79,104.97,33.4,33.2,4.7,10.59,C
C1288505582319,FLT-029451,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-28-a-09,17.00,0.87,4.36,22.23,34.2,24.7,6.0,0.22,B
C1289132589041,BMP-029452,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L16-H5-S07,185.28,9.83,22.82,217.93,155.3,59.7,40.9,7.68,B
C1287796239657,EXH-029453,EXH - Grande Piece A3 A1p,Silencieux échappement,A1p-05-20-H3,196.62,11.50,30.98,239.10,119.4,40.2,24.1,11.29,B
C1282552558166,ROT-029454,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-02-b-02,67.59,3.73,22.92,94.24,32.6,27.5,5.7,10.2,A
C1286737527124,ROT-029455,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-16-a-05,92.47,5.93,18.85,117.25,28.4,33.0,4.1,6.2,C
C1284806925871,FLT-029456,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-23-c-09,16.19,0.96,2.94,20.09,26.4,22.4,4.1,0.31,C
C1288513422262,ALT-029457,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-17-c-05,197.84,8.08,25.13,231.05,27.6,21.4,21.7,8.66,B
C1289589781483,FLT-029458,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-19-c-08,21.37,1.12,3.38,25.87,21.8,24.1,6.7,0.35,C
C1286885620102,SPK-029459,SPK - Petite Piece A2,Bougie allumage iridium,A2-C12-T08-A,7.13,0.40,2.01,9.54,12.5,2.7,2.2,0.1,B
C1284096050004,BRK-029460,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-05-c-08,37.42,1.59,7.04,46.05,22.9,16.5,7.2,2.1,B
C1286672797001,ALT-029461,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-33-b-02,261.88,15.56,24.89,302.33,27.4,23.5,20.3,6.8,C
C1287763868517,BMP-029462,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L25-H4-S07,151.69,6.11,20.06,177.86,190.6,52.8,36.2,6.95,C
C1283903105529,BRK-029463,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-09-a-08,58.56,2.45,8.24,69.25,16.7,13.9,7.2,1.54,B
C1287854958957,STR-029464,STR - Grande Piece A3 A1p,Jambe de force suspension,A3-L10-H1-S14,67.64,3.10,16.99,87.73,66.5,24.7,17.3,6.96,A
C1281357606929,BRK-029465,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-37-a-04,55.29,2.26,7.55,65.10,17.0,15.3,7.4,1.6,B
C1289869149182,RAD-029466,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L19-H5-S01,150.47,6.33,22.79,179.59,67.4,41.4,9.2,6.95,C
C1288095679360,BMP-029467,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A3-L22-H1-S09,292.86,12.81,36.66,342.33,150.3,62.2,43.6,12.84,A
C1287374615878,STR-029468,STR - Grande Piece A3 A1p,Jambe de force suspension,A1p-01-17-H3,96.00,4.81,14.81,115.62,64.2,16.6,16.1,5.27,C
C1288619815880,RAD-029469,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A3-L02-H4-S08,80.17,3.05,15.51,98.73,78.2,49.3,10.4,5.76,B
C1285454073667,BRK-029470,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-30-a-11,58.98,2.48,7.95,69.41,24.6,10.4,9.7,1.6,C
C1287380941669,BRK-029471,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-01-a-08,39.14,1.98,7.89,49.01,20.1,15.9,9.4,2.46,C
C1285260871289,ROT-029472,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-22-b-12,99.93,3.99,28.26,132.18,33.5,32.8,4.5,12.04,B
C1284646164713,ROT-029473,ROT - Moyenne Standard A1,Disque de frein ventilé,A1b-04-c-03,37.58,1.49,22.76,61.83,35.9,33.4,5.3,10.2,C
C1287529197902,EXH-029474,EXH - Grande Piece A3 A1p,Silencieux échappement,A3-L04-H5-S03,213.55,12.52,40.76,266.83,84.3,25.5,25.7,15.71,A
C1289422616466,BRK-029475,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-35-a-09,40.64,2.32,8.33,51.29,19.4,12.2,7.0,2.99,C
C1285334344229,BRK-029476,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1c-16-b-10,59.40,2.30,10.54,72.24,18.0,12.7,9.4,3.06,A
C1288741777619,ROT-029477,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-23-c-09,55.92,3.21,21.56,80.69,35.2,32.0,7.0,8.51,B
C1283333290895,FLT-029478,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-40-c-05,16.51,0.91,2.61,20.03,22.2,24.2,6.2,0.24,A
C1282314832941,ALT-029479,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1c-36-b-12,233.20,11.16,25.43,269.79,22.0,24.6,21.4,8.06,A
C1286120331418,ROT-029480,ROT - Moyenne Standard A1,Disque de frein ventilé,A1c-18-c-05,93.36,5.40,21.05,119.81,31.0,35.1,6.0,8.76,B
C1284240847015,FLT-029481,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-12-c-04,17.96,0.91,3.33,22.20,36.7,18.8,5.2,0.21,C
C1285753374539,ROT-029482,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-13-c-04,88.00,4.93,18.77,111.70,32.3,26.1,6.6,6.68,C
C1285468269440,BLB-029483,BLB - Petite Piece A2,Ampoule LED H7,A2-C14-T07-D,17.18,1.07,2.72,20.97,8.5,5.9,4.2,0.07,A
C1288426001318,RAD-029484,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-02-09-H1,106.55,6.79,14.92,128.26,66.9,46.9,6.7,4.64,B
C1283728120319,BRK-029485,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-14-b-01,44.28,2.35,8.44,55.07,22.9,12.6,7.7,2.39,C
C1287333215885,SPK-029486,SPK - Petite Piece A2,Bougie allumage iridium,A2-C11-T07-G,12.44,0.63,2.86,15.93,10.7,2.6,3.8,0.1,A
C1284664892482,ALT-029487,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1b-32-a-05,173.39,9.79,20.78,203.96,24.0,21.1,22.0,6.36,C
C1284615209616,ALT-029488,ALT - Moyenne Standard A1,Alternateur 12V 140A,A1a-35-b-11,170.48,10.73,24.98,206.19,28.5,20.6,21.2,8.11,C
C1283203121155,BMP-029489,BMP - Grande Piece A3 A1p,Pare-chocs AV primaire,A1p-05-20-H4,308.29,15.62,34.04,357.95,193.1,50.6,35.4,10.74,C
C1288293609629,SEN-029490,SEN - Petite Piece A2,Capteur ABS,A2-C15-T04-B,27.45,1.47,2.56,31.48,8.3,4.2,4.0,0.21,C
C1283581345001,FLT-029491,FLT - Moyenne Standard A1,Filtre à air moteur,A1c-35-c-07,19.02,0.97,3.78,23.77,24.6,19.5,7.7,0.45,B
C1282931883486,SPK-029492,SPK - Petite Piece A2,Bougie allumage iridium,A2-C07-T07-F,13.76,0.58,2.18,16.52,13.0,2.6,3.7,0.15,B
C1284502559698,SEN-029493,SEN - Petite Piece A2,Capteur ABS,A2-C03-T15-H,28.62,1.18,3.57,33.37,10.1,7.9,3.7,0.36,C
C1282161310322,BRK-029494,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1a-10-b-11,27.99,1.82,9.44,39.25,19.9,15.7,8.7,3.47,C
C1285661945664,FLT-029495,FLT - Moyenne Standard A1,Filtre à air moteur,A1b-34-b-11,10.74,0.53,3.06,14.33,37.1,18.8,4.8,0.21,B
C1289505749762,RAD-029496,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-06-16-H1,186.79,6.73,22.11,215.63,59.4,47.4,9.7,5.79,B
C1284284568974,ROT-029497,ROT - Moyenne Standard A1,Disque de frein ventilé,A1a-06-a-12,48.62,2.03,22.94,73.59,32.0,33.3,4.2,9.49,C
C1289815584594,FLT-029498,FLT - Moyenne Standard A1,Filtre à air moteur,A1a-25-a-09,10.16,0.64,5.11,15.91,36.4,21.4,6.6,0.51,C
C1286647640634,RAD-029499,RAD - Grande Piece A3 A1p,Radiateur refroidissement,A1p-09-10-H2,149.35,9.18,21.29,179.82,63.9,53.3,10.5,7.52,B
C1285147073983,BRK-029500,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-40-c-12,60.55,3.08,10.51,74.14,15.5,17.6,9.8,3.04,A
C1288447111103,BLB-029501,BLB - Petite Piece A2,Ampoule LED H7,A2-C04-T05-E,21.81,0.91,2.85,25.57,6.5,4.4,5.5,0.09,C
C1289900430169,SPK-029502,SPK - Petite Piece A2,Bougie allumage iridium,A2-C19-T14-F,6.95,0.28,2.08,9.31,12.6,2.5,3.8,0.15,C
C1289885634098,BRK-029503,BRK - Moyenne Standard A1,Jeu plaquettes AV,A1b-22-b-01,49.30,2.99,8.50,60.79,18.3,16.9,9.1,1.51,B
