sku,oem_cross_ref,categorie,designation,marque,location_id,stock_systeme,stock_physique_compte,stock_reserve,seuil_reappro,stock_securite,cout_unitaire_cad,prix_vente_cad,delai_fournisseur_j,classe_abc
SEN-23714,OEM-5573563,Électrique,Démarreur 1.8kW (Delphi),Delphi,B-12-03-L3-E,8,8,4,5,2,88.88,121.82,31,C
STR-23715,OEM-9073118,Électrique,Bobine d'allumage (Valeo),Valeo,B-02-06-L2-B,376,376,4,83,22,302.32,489.11,8,C
CAL-23716,OEM-1509376,Freinage,Étrier reconditionné (Textar),Textar,B-09-06-L4-D,13,13,7,7,1,116.29,184.34,33,C
BEL-23717,OEM-9946949,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,A-07-03-L1-E,49,49,1,48,20,208.89,303.74,11,B
BRK-23718,OEM-8592586,Freinage,Plaquettes AR (Ferodo),Ferodo,C-20-09-L1-B,29,29,13,37,14,32.98,45.36,7,C
STR-23719,OEM-5769344,Électrique,Bobine d'allumage (Delphi),Delphi,C-12-09-L4-C,15,15,6,6,2,33.87,50.52,27,B
SUS-23720,OEM-5211604,Suspension,Rotule de direction (KYB),KYB,C-10-07-L4-E,3,3,1,3,1,153.48,245.55,41,C
STR-23721,OEM-1270856,Électrique,Capteur vilebrequin (Denso),Denso,B-20-01-L4-A,5,5,2,6,3,85.12,127.44,37,B
ARM-23722,OEM-7476734,Suspension,Ressort hélicoïdal (Monroe),Monroe,B-30-06-L2-D,1,1,1,9,3,55.36,88.31,16,C
SEN-23723,OEM-7941124,Électrique,Démarreur 1.8kW (NGK),NGK,B-27-10-L3-A,1,1,1,6,3,318.05,520.5,42,C
BEL-23724,OEM-5009168,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,A-12-13-L3-E,12,12,4,5,2,72.28,100.3,45,C
STR-23725,OEM-6480772,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-31-06-L4-E,185,185,3,81,41,59.07,84.63,6,B
RAD-23726,OEM-7498308,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,B-36-08-L2-D,75,75,0,32,8,52.3,89.92,13,A
STR-23727,OEM-6828654,Suspension,Bras oscillant inférieur (Moog),Moog,B-27-09-L3-B,70,70,8,129,54,192.87,276.1,3,C
RAD-23728,OEM-6128059,Moteur & Refroidissement,Radiateur alu (Valeo),Valeo,B-24-09-L3-D,69,69,2,91,33,30.04,45.24,7,C
ALT-23729,OEM-9697981,Électrique,Sonde Lambda amont (Delphi),Delphi,B-15-08-L4-E,15,15,14,11,4,106.5,152.43,37,C
STR-23730,OEM-9668267,Suspension,Ressort hélicoïdal (Monroe),Monroe,D-05-08-L4-E,11,11,8,4,2,27.89,38.08,42,C
FLT-23731,OEM-7549620,Filtration,Filtre habitacle charbon (Mahle),Mahle,A-12-07-L3-A,13,13,13,4,2,34.21,53.57,40,C
CAL-23732,OEM-8094575,Freinage,Disque ventilé (Brembo),Brembo,D-03-01-L3-D,50,50,2,94,52,142.14,197.54,5,C
ROT-23733,OEM-9060845,Freinage,Plaquettes AV (Ferodo),Ferodo,B-17-10-L3-D,46,46,8,36,20,35.52,56.34,7,C
CAL-23734,OEM-4048995,Freinage,Étrier reconditionné (Bosch),Bosch,A-11-14-L3-C,52,52,1,42,20,19.53,28.1,18,B
ARM-23735,OEM-5844100,Suspension,Ressort hélicoïdal (Sachs),Sachs,B-29-10-L4-A,66,66,10,42,14,88.8,147.03,18,C
FLT-23736,OEM-3265923,Filtration,Filtre carburant diesel (Mann-Filter),Mann-Filter,A-12-14-L2-C,7,7,3,11,3,31.65,42.74,24,C
SUS-23737,OEM-1796150,Suspension,Amortisseur bitube (Sachs),Sachs,C-17-07-L1-B,2,2,0,10,3,90.3,147.8,34,C
WAT-23738,OEM-7258513,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,B-20-05-L2-A,2,2,1,5,1,59.12,91.25,23,C
ROT-23739,OEM-1223445,Freinage,Étrier reconditionné (TRW),TRW,A-20-04-L1-B,14,14,2,12,4,16.05,26.3,15,B
CAL-23740,OEM-6199815,Freinage,Plaquettes AR (Bosch),Bosch,C-11-04-L3-B,4,4,0,8,4,119.78,169.1,19,A
AIR-23741,OEM-1934605,Filtration,Filtre à air (Wix),Wix,B-20-08-L3-B,6,6,6,6,1,23.69,37.37,40,C
STR-23742,OEM-5566428,Suspension,Amortisseur bitube (Sachs),Sachs,C-16-08-L1-B,122,122,15,109,34,205.55,334.34,8,C
ARM-23743,OEM-7687944,Suspension,Amortisseur bitube (Sachs),Sachs,A-14-01-L3-E,5,5,3,6,3,160.96,236.84,14,C
RAD-23744,OEM-3417351,Moteur & Refroidissement,Thermostat piloté (SKF),SKF,B-27-02-L3-A,81,81,6,126,55,41.59,64.53,3,C
WAT-23745,OEM-7897750,Moteur & Refroidissement,Thermostat piloté (Nissens),Nissens,B-06-07-L3-E,224,224,8,130,50,168.71,292.88,8,B
WAT-23746,OEM-1132966,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,B-05-08-L3-D,77,77,5,40,12,49.1,73.45,17,C
FLT-23747,OEM-1095963,Filtration,Filtre à air (Wix),Wix,B-01-06-L4-B,72,72,7,20,8,31.38,50.47,19,B
ARM-23748,OEM-1741326,Suspension,Ressort hélicoïdal (KYB),KYB,C-19-09-L1-A,15,15,0,12,4,116.65,178.16,28,C
WAT-23749,OEM-1806133,Moteur & Refroidissement,Radiateur alu (SKF),SKF,D-03-05-L4-C,6,6,6,5,2,119.42,203.78,45,C
ROT-23750,OEM-5481546,Freinage,Disque ventilé (TRW),TRW,A-20-07-L2-B,10,10,4,7,1,120.74,211.17,24,C
SEN-23751,OEM-8421323,Électrique,Sonde Lambda amont (Denso),Denso,B-22-07-L3-A,26,26,8,34,6,59.36,88.01,14,C
ARM-23752,OEM-8284329,Suspension,Amortisseur bitube (Monroe),Monroe,B-16-09-L3-D,121,121,12,56,23,185.15,291.04,9,C
STR-23753,OEM-3235222,Suspension,Rotule de direction (Monroe),Monroe,B-33-02-L4-B,19,19,0,25,7,164.41,267.88,9,A
BEL-23754,OEM-8706921,Moteur & Refroidissement,Radiateur alu (Valeo),Valeo,B-38-06-L1-D,368,368,15,124,48,110.09,161.26,8,C
ARM-23755,OEM-2878879,Suspension,Ressort hélicoïdal (Sachs),Sachs,B-20-03-L4-C,54,54,11,104,26,128.33,221.32,8,A
SEN-23756,OEM-4850635,Électrique,Bobine d'allumage (Denso),Denso,A-17-04-L4-D,9,9,8,9,1,317.17,501.68,40,C
ALT-23757,OEM-9003792,Électrique,Bobine d'allumage (Valeo),Valeo,B-09-05-L2-A,4,4,4,11,4,178.68,247.31,25,C
RAD-23758,OEM-5545536,Moteur & Refroidissement,Courroie accessoire (Valeo),Valeo,A-07-11-L4-B,69,69,11,43,17,55.63,95.84,16,C
ARM-23759,OEM-3918446,Suspension,Ressort hélicoïdal (Moog),Moog,B-32-01-L3-E,50,50,0,26,12,76.97,116.86,19,C
ARM-23760,OEM-6756490,Suspension,Amortisseur bitube (Moog),Moog,B-06-06-L4-C,5,5,0,5,1,38.46,60.32,30,A
CAL-23761,OEM-1345057,Freinage,Plaquettes AR (TRW),TRW,C-09-07-L1-E,2,2,0,10,3,18.48,31.85,17,C
RAD-23762,OEM-3285970,Moteur & Refroidissement,Radiateur alu (Continental),Continental,B-25-03-L4-B,151,151,13,130,51,81.46,134.53,5,A
SEN-23763,OEM-3777923,Électrique,Démarreur 1.8kW (Delphi),Delphi,B-31-10-L4-C,2,2,1,5,3,67.29,100.1,39,C
WAT-23764,OEM-8176668,Moteur & Refroidissement,Radiateur alu (Gates),Gates,A-07-05-L2-C,3,3,1,7,1,36.42,54.85,17,A
BEL-23765,OEM-3338084,Moteur & Refroidissement,Radiateur alu (SKF),SKF,B-04-07-L3-A,57,57,2,39,14,195.19,297.36,14,C
SUS-23766,OEM-5690306,Suspension,Ressort hélicoïdal (Moog),Moog,B-27-09-L3-E,9,9,2,10,3,71.39,98.97,21,A
SUS-23767,OEM-7034358,Suspension,Bras oscillant inférieur (Sachs),Sachs,B-03-06-L3-D,449,449,9,62,28,147.88,210.01,6,C
FLT-23768,OEM-3953564,Filtration,Filtre habitacle charbon (Mann-Filter),Mann-Filter,D-04-07-L2-E,9,9,6,10,2,29.56,43.67,42,A
STR-23769,OEM-8034914,Suspension,Rotule de direction (Sachs),Sachs,A-03-05-L1-B,25,25,7,44,17,177.24,246.37,21,C
ROT-23770,OEM-2694600,Freinage,Flexible de frein (Bosch),Bosch,A-15-10-L3-D,437,437,12,90,45,140.52,198.55,9,A
SEN-23771,OEM-3105955,Électrique,Capteur vilebrequin (Bosch),Bosch,C-05-04-L4-B,45,45,14,39,9,104.9,156.51,14,C
BEL-23772,OEM-5183095,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,A-07-01-L4-E,60,59,6,45,20,166.12,233.25,20,C
ALT-23773,OEM-5727638,Électrique,Bobine d'allumage (Valeo),Valeo,C-06-01-L2-E,35,35,9,21,8,174.85,236.76,14,C
FLT-23774,OEM-5221390,Filtration,Filtre habitacle charbon (Wix),Wix,A-14-04-L1-E,12,12,3,43,18,35.48,51.81,16,A
STR-23775,OEM-4126196,Électrique,Démarreur 1.8kW (NGK),NGK,D-05-06-L2-B,34,34,3,19,5,277.95,431.2,13,C
ALT-23776,OEM-4323135,Électrique,Démarreur 1.8kW (NGK),NGK,B-21-04-L1-E,12,12,8,8,2,170.07,256.21,45,C
BEL-23777,OEM-6403947,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,B-25-02-L4-D,27,27,15,46,19,123.85,186.3,13,C
STR-23778,OEM-6315491,Électrique,Démarreur 1.8kW (NGK),NGK,B-37-09-L4-E,18,18,7,35,17,112.1,195.17,21,B
SUS-23779,OEM-6311151,Suspension,Rotule de direction (KYB),KYB,D-03-02-L1-A,323,323,9,80,34,196.75,341.72,4,B
ARM-23780,OEM-2690419,Suspension,Amortisseur bitube (Bilstein),Bilstein,B-34-09-L1-B,10,10,6,9,4,105.3,157.65,37,C
ALT-23781,OEM-1302966,Électrique,Bobine d'allumage (Bosch),Bosch,C-06-04-L4-A,59,59,3,30,7,151.12,215.32,10,C
STR-23782,OEM-5037119,Suspension,Amortisseur bitube (Moog),Moog,C-08-07-L3-B,48,48,9,34,17,34.48,47.49,17,C
ALT-23783,OEM-6418277,Électrique,Sonde Lambda amont (Valeo),Valeo,D-06-02-L3-B,3,3,3,6,1,287.98,410.95,32,C
CAL-23784,OEM-3131818,Freinage,Plaquettes AV (Textar),Textar,A-07-08-L4-D,8,8,8,7,2,101.54,165.68,30,B
SEN-23785,OEM-7712190,Électrique,Bobine d'allumage (Valeo),Valeo,B-11-08-L3-E,12,12,9,8,4,207.11,327.13,28,C
AIR-23786,OEM-4279732,Filtration,Filtre à huile (Wix),Wix,A-14-08-L4-B,15,15,8,10,4,9.11,13.77,26,C
BEL-23787,OEM-1321428,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,B-36-01-L4-C,70,70,14,31,10,77.46,133.52,16,C
STR-23788,OEM-3699028,Suspension,Bras oscillant inférieur (Moog),Moog,C-17-03-L1-B,446,446,0,130,57,206.07,293.82,4,A
FLT-23789,OEM-7433614,Filtration,Filtre carburant diesel (Purflux),Purflux,A-11-06-L3-C,4,4,2,7,4,18.99,30.93,33,C
FLT-23790,OEM-4160328,Filtration,Filtre habitacle charbon (Wix),Wix,B-02-07-L2-A,30,35,2,40,19,20.25,35.32,11,C
RAD-23791,OEM-9697838,Moteur & Refroidissement,Radiateur alu (Gates),Gates,B-03-08-L3-E,54,54,15,31,14,17.35,25.19,11,C
ROT-23792,OEM-1860709,Freinage,Flexible de frein (TRW),TRW,B-39-07-L2-B,15,15,7,8,3,58.87,95.1,19,A
STR-23793,OEM-4074868,Suspension,Ressort hélicoïdal (Sachs),Sachs,C-06-09-L1-A,14,14,10,10,2,48.92,79.51,15,C
BEL-23794,OEM-7450539,Moteur & Refroidissement,Courroie accessoire (Nissens),Nissens,A-16-10-L4-B,8,8,2,8,1,20.34,28.11,23,C
STR-23795,OEM-1820761,Suspension,Bras oscillant inférieur (KYB),KYB,A-03-02-L3-C,41,41,11,40,12,84.87,128.89,14,A
AIR-23796,OEM-6252905,Filtration,Filtre à air (Bosch),Bosch,C-04-06-L2-A,7,7,1,9,4,31.48,49.58,35,C
FLT-23797,OEM-3728231,Filtration,Filtre à air (Purflux),Purflux,B-08-05-L2-A,67,67,9,43,19,10.45,16.23,17,C
STR-23798,OEM-3919896,Suspension,Ressort hélicoïdal (KYB),KYB,A-19-07-L3-B,1,1,0,7,1,76.2,120.24,39,B
BEL-23799,OEM-8306844,Moteur & Refroidissement,Thermostat piloté (Gates),Gates,A-16-04-L4-E,9,9,9,4,1,84.51,122.19,18,B
SUS-23800,OEM-8304084,Suspension,Rotule de direction (Bilstein),Bilstein,A-14-02-L2-E,17,17,13,28,7,180.25,249.68,16,C
CAB-23801,OEM-8599383,Filtration,Filtre carburant diesel (Wix),Wix,B-07-09-L2-A,1,1,1,3,1,25.07,39.42,39,C
ALT-23802,OEM-7279009,Électrique,Alternateur 140A (Denso),Denso,B-11-04-L1-B,38,38,0,37,7,266.15,404.54,14,A
ARM-23803,OEM-8398884,Suspension,Rotule de direction (KYB),KYB,C-07-08-L4-C,11,11,7,7,1,194.64,312.73,33,B
CAB-23804,OEM-6939367,Filtration,Filtre carburant diesel (Mahle),Mahle,B-15-07-L4-B,42,42,11,25,11,22.41,35.06,14,C
WAT-23805,OEM-3205589,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,A-06-06-L3-D,5,5,2,6,3,97.97,136.11,25,B
CAB-23806,OEM-7075440,Filtration,Filtre à huile (Mahle),Mahle,A-10-13-L2-D,2,2,1,9,1,6.95,9.75,18,C
ROT-23807,OEM-9433070,Freinage,Plaquettes AV (Bosch),Bosch,C-05-06-L3-E,26,26,0,35,20,143.25,201.01,8,A
BRK-23808,OEM-5442775,Freinage,Plaquettes AR (Bosch),Bosch,B-25-10-L1-E,441,441,14,77,40,146.31,255.24,4,A
ALT-23809,OEM-4071435,Électrique,Alternateur 140A (Delphi),Delphi,A-09-05-L4-B,181,181,13,74,21,95.64,148.97,10,A
SEN-23810,OEM-9982500,Électrique,Bobine d'allumage (Denso),Denso,B-13-06-L4-A,37,37,7,34,15,215.41,313.66,14,C
AIR-23811,OEM-8132003,Filtration,Filtre à air (Mahle),Mahle,B-27-04-L2-C,38,38,7,39,20,5.02,8.4,10,A
ARM-23812,OEM-1130522,Suspension,Bras oscillant inférieur (Sachs),Sachs,A-17-14-L4-E,5,5,1,8,2,125.07,172.25,31,C
SUS-23813,OEM-6793392,Suspension,Amortisseur bitube (Bilstein),Bilstein,C-12-03-L2-D,12,12,7,9,2,43.87,69.06,38,B
ALT-23814,OEM-7454128,Électrique,Capteur vilebrequin (Delphi),Delphi,B-05-05-L2-C,13,13,4,7,1,78.28,114.08,27,C
BRK-23815,OEM-4873647,Freinage,Plaquettes AV (Bosch),Bosch,B-12-01-L4-D,26,26,8,26,6,140.63,232.28,8,C
BRK-23816,OEM-8265390,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-19-04-L4-B,391,391,0,101,28,70.89,112.73,4,A
CAL-23817,OEM-2675135,Freinage,Disque ventilé (Ferodo),Ferodo,A-20-07-L2-E,6,6,5,5,1,136.09,194.8,18,C
RAD-23818,OEM-9842439,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,B-18-03-L4-B,29,29,6,27,7,119.99,199.72,20,C
ARM-23819,OEM-3187679,Suspension,Ressort hélicoïdal (Monroe),Monroe,D-06-09-L2-D,4,4,2,7,3,154.96,240.02,24,A
BRK-23820,OEM-4352503,Freinage,Plaquettes AV (Brembo),Brembo,C-10-04-L3-B,73,73,11,50,20,150.95,213.21,10,C
STR-23821,OEM-9030096,Suspension,Rotule de direction (Moog),Moog,A-20-03-L3-C,12,12,9,3,1,195.34,269.53,33,C
STR-23822,OEM-3567889,Électrique,Capteur vilebrequin (Valeo),Valeo,A-20-06-L4-D,65,65,2,43,14,130.16,215.74,14,C
FLT-23823,OEM-2061664,Filtration,Filtre habitacle charbon (Wix),Wix,A-13-09-L4-A,11,11,3,8,1,30.5,50.98,18,C
SUS-23824,OEM-1085403,Suspension,Rotule de direction (KYB),KYB,B-38-09-L4-B,221,221,7,101,56,113.19,185.21,5,C
ROT-23825,OEM-8812243,Freinage,Disque ventilé (Bosch),Bosch,D-04-06-L4-B,1,1,0,5,3,58.99,81.43,20,C
ARM-23826,OEM-1561610,Suspension,Ressort hélicoïdal (Sachs),Sachs,A-06-09-L1-D,9,9,0,7,1,77.44,128.83,32,C
STR-23827,OEM-4275020,Suspension,Amortisseur bitube (Moog),Moog,A-12-07-L2-A,7,7,4,7,3,199.55,273.23,37,C
STR-23828,OEM-3451308,Électrique,Bobine d'allumage (Valeo),Valeo,B-06-10-L3-C,1,1,1,9,2,286.02,499.88,19,C
ALT-23829,OEM-8898821,Électrique,Capteur vilebrequin (Delphi),Delphi,A-20-11-L2-C,12,12,0,10,3,30.61,51.69,30,A
BEL-23830,OEM-5003078,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,B-10-04-L4-C,8,8,5,5,1,76.18,124.59,15,C
FLT-23831,OEM-2572491,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,A-08-08-L3-D,9,9,2,7,3,6.29,9.03,37,A
FLT-23832,OEM-6604877,Filtration,Filtre habitacle charbon (Wix),Wix,B-36-10-L1-C,11,11,9,6,4,14.09,20.28,28,C
ROT-23833,OEM-2876825,Freinage,Disque ventilé (Brembo),Brembo,B-04-05-L3-E,58,58,8,43,17,53.27,75.87,10,C
SUS-23834,OEM-5349707,Suspension,Rotule de direction (Bilstein),Bilstein,C-04-07-L1-B,298,298,5,77,47,149.23,218.3,5,A
STR-23835,OEM-6688818,Électrique,Bobine d'allumage (Denso),Denso,A-06-13-L3-A,2,2,1,4,1,46.8,66.89,17,C
ALT-23836,OEM-6009997,Électrique,Capteur vilebrequin (Valeo),Valeo,B-02-03-L4-D,13,13,7,9,2,271.93,383.82,29,C
STR-23837,OEM-4531595,Électrique,Démarreur 1.8kW (Delphi),Delphi,D-09-09-L4-D,237,237,8,133,55,242.73,354.16,6,C
AIR-23838,OEM-7431806,Filtration,Filtre habitacle charbon (Mann-Filter),Mann-Filter,A-04-07-L4-B,4,4,1,10,3,16.43,24.03,30,C
ALT-23839,OEM-2645381,Électrique,Bobine d'allumage (Valeo),Valeo,A-03-11-L4-A,15,15,12,10,2,293.41,474.72,38,B
STR-23840,OEM-2180625,Électrique,Démarreur 1.8kW (Denso),Denso,C-05-10-L2-A,3,3,3,8,3,151.92,249.85,35,A
CAL-23841,OEM-1647073,Freinage,Disque ventilé (Textar),Textar,B-26-06-L1-C,5,5,3,7,2,60.99,98.51,28,B
CAB-23842,OEM-9195667,Filtration,Filtre à air (Purflux),Purflux,A-16-07-L1-D,11,11,4,9,1,25.34,40.43,39,C
CAL-23843,OEM-9932865,Freinage,Plaquettes AV (Textar),Textar,A-08-09-L2-D,13,13,0,7,1,142.18,224.68,15,C
WAT-23844,OEM-1119085,Moteur & Refroidissement,Kit distribution + pompe (Nissens),Nissens,A-05-02-L3-A,35,35,5,45,20,189.36,294.34,9,C
RAD-23845,OEM-2682706,Moteur & Refroidissement,Radiateur alu (SKF),SKF,B-12-04-L3-C,5,5,2,8,4,67.78,96.38,16,C
BEL-23846,OEM-3633039,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,B-14-03-L1-E,11,11,2,7,3,167.78,230.57,39,B
RAD-23847,OEM-6435237,Moteur & Refroidissement,Radiateur alu (Nissens),Nissens,B-26-03-L2-D,64,64,9,42,20,98.48,166.56,13,C
STR-23848,OEM-9198155,Suspension,Bras oscillant inférieur (Bilstein),Bilstein,D-08-06-L3-B,228,228,9,121,59,141.02,219.27,7,A
RAD-23849,OEM-4184920,Moteur & Refroidissement,Courroie accessoire (Gates),Gates,C-01-03-L2-B,381,381,5,69,29,230.57,369.05,4,C
SUS-23850,OEM-3890431,Suspension,Ressort hélicoïdal (Sachs),Sachs,C-03-06-L4-B,9,9,6,3,1,182.05,290.74,33,B
CAL-23851,OEM-9565342,Freinage,Disque ventilé (Ferodo),Ferodo,A-02-06-L1-C,7,7,2,11,3,47.27,70.75,29,C
CAL-23852,OEM-1507992,Freinage,Plaquettes AV (Brembo),Brembo,B-03-02-L1-C,10,10,0,10,4,120.61,201.12,42,C
RAD-23853,OEM-4416608,Moteur & Refroidissement,Courroie accessoire (Continental),Continental,A-06-02-L2-E,10,10,5,9,1,66.39,89.63,23,C
CAL-23854,OEM-7811040,Freinage,Disque ventilé (Textar),Textar,D-05-06-L1-A,7,7,4,6,1,56.81,93.12,37,C
SUS-23855,OEM-4472722,Suspension,Bras oscillant inférieur (Bilstein),Bilstein,B-33-03-L1-B,58,58,10,37,17,134.7,195.33,7,C
BEL-23856,OEM-3232247,Moteur & Refroidissement,Thermostat piloté (Continental),Continental,B-17-08-L3-B,10,10,9,11,4,100.72,168.1,32,C
RAD-23857,OEM-8473329,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,B-14-05-L4-B,4,4,1,10,2,168.12,292.49,24,C
ARM-23858,OEM-5051425,Suspension,Ressort hélicoïdal (Sachs),Sachs,B-36-10-L1-A,5,5,5,6,1,204.44,281.85,44,A
BRK-23859,OEM-2612807,Freinage,Disque ventilé (Ferodo),Ferodo,B-12-07-L1-B,1,1,0,6,2,41.08,64.15,39,A
WAT-23860,OEM-9382979,Moteur & Refroidissement,Kit distribution + pompe (Nissens),Nissens,C-09-03-L4-B,10,10,6,6,1,93.14,152.69,23,C
ALT-23861,OEM-1893174,Électrique,Capteur vilebrequin (NGK),NGK,A-20-05-L2-B,30,30,5,39,20,153.91,252.05,10,C
ARM-23862,OEM-2014313,Suspension,Ressort hélicoïdal (Moog),Moog,B-30-07-L4-E,9,9,9,6,3,22.99,40.18,39,B
CAB-23863,OEM-4413924,Filtration,Filtre carburant diesel (Mahle),Mahle,A-10-06-L2-E,4,4,4,4,2,6.95,9.67,39,C
AIR-23864,OEM-1141320,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,D-03-05-L1-D,60,60,4,30,9,8.72,14.87,13,C
STR-23865,OEM-1935958,Électrique,Sonde Lambda amont (Delphi),Delphi,B-18-10-L3-E,11,11,7,8,3,27.81,46.75,38,C
SEN-23866,OEM-8235140,Électrique,Bobine d'allumage (Delphi),Delphi,A-20-08-L3-B,61,61,10,38,16,95.64,143.22,14,C
SEN-23867,OEM-9546836,Électrique,Alternateur 140A (Valeo),Valeo,B-17-06-L3-B,6,6,3,5,3,259.6,447.73,43,C
AIR-23868,OEM-9947010,Filtration,Filtre carburant diesel (Wix),Wix,B-02-05-L3-C,274,274,0,93,33,25.47,42.47,8,C
ARM-23869,OEM-8223473,Suspension,Bras oscillant inférieur (Monroe),Monroe,A-01-13-L4-C,179,179,7,81,45,159.63,226.14,4,C
CAL-23870,OEM-2500249,Freinage,Étrier reconditionné (Brembo),Brembo,A-14-11-L2-C,25,25,7,41,17,22.74,32.52,20,C
RAD-23871,OEM-9972030,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,B-19-04-L4-B,215,215,9,82,40,223.34,328.41,3,A
CAL-23872,OEM-9147449,Freinage,Étrier reconditionné (TRW),TRW,C-08-08-L4-B,381,381,6,88,40,137.21,226.78,8,C
BRK-23873,OEM-6314087,Freinage,Plaquettes AR (Ferodo),Ferodo,A-16-13-L3-B,7,7,1,9,2,25.35,42.89,33,A
FLT-23874,OEM-4134212,Filtration,Filtre à huile (Mann-Filter),Mann-Filter,B-17-03-L1-B,71,71,12,44,18,29.93,43.67,12,C
CAL-23875,OEM-2179732,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-22-02-L3-A,44,44,14,39,20,111.91,193.23,15,B
AIR-23876,OEM-1083667,Filtration,Filtre carburant diesel (Mahle),Mahle,B-04-03-L4-D,35,35,5,29,16,31.06,52.08,12,A
STR-23877,OEM-8603960,Électrique,Capteur vilebrequin (NGK),NGK,B-16-10-L1-B,4,4,2,7,3,175.22,250.43,15,A
RAD-23878,OEM-2451776,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,C-03-06-L4-E,11,11,5,9,2,166.49,279.09,15,B
CAL-23879,OEM-9990310,Freinage,Étrier reconditionné (Ferodo),Ferodo,B-29-01-L2-E,31,31,8,46,19,74.03,110.86,15,C
ALT-23880,OEM-2029958,Électrique,Alternateur 140A (Valeo),Valeo,B-20-08-L4-C,15,15,4,6,2,127.83,208.34,19,C
BRK-23881,OEM-8936805,Freinage,Plaquettes AV (Ferodo),Ferodo,B-06-01-L2-C,97,97,3,65,26,83.17,130.69,8,C
AIR-23882,OEM-8295685,Filtration,Filtre à air (Mann-Filter),Mann-Filter,A-16-09-L3-A,15,15,5,22,7,19.88,27.67,15,C
FLT-23883,OEM-3697606,Filtration,Filtre à air (Mahle),Mahle,A-19-12-L1-E,1,1,1,6,2,6.14,8.64,40,A
CAB-23884,OEM-4592667,Filtration,Filtre carburant diesel (Wix),Wix,B-32-07-L2-D,9,9,1,7,4,30.79,44.57,22,C
CAL-23885,OEM-3155465,Freinage,Plaquettes AV (TRW),TRW,A-13-06-L3-D,9,9,1,9,4,143.84,205.88,15,A
BRK-23886,OEM-8938678,Freinage,Étrier reconditionné (Brembo),Brembo,B-25-07-L2-A,5,5,0,11,3,48.77,68.48,19,C
SUS-23887,OEM-1738291,Suspension,Bras oscillant inférieur (Bilstein),Bilstein,A-16-13-L3-C,13,13,2,5,3,199.39,325.88,44,C
ROT-23888,OEM-3014987,Freinage,Plaquettes AR (Bosch),Bosch,D-09-10-L3-D,12,12,6,7,3,55.95,91.98,36,B
SUS-23889,OEM-1990085,Suspension,Bras oscillant inférieur (Sachs),Sachs,C-15-01-L3-D,70,70,1,25,13,39.65,61.19,7,C
STR-23890,OEM-4396075,Électrique,Alternateur 140A (Denso),Denso,C-04-02-L3-B,39,39,15,29,8,289.88,395.42,7,C
RAD-23891,OEM-3471625,Moteur & Refroidissement,Courroie accessoire (SKF),SKF,B-10-06-L3-E,33,33,14,37,16,81.37,113.23,13,C
FLT-23892,OEM-1284265,Filtration,Filtre carburant diesel (Purflux),Purflux,C-13-04-L1-A,8,8,7,6,1,25.53,36.48,20,C
STR-23893,OEM-5085945,Électrique,Démarreur 1.8kW (Bosch),Bosch,B-09-06-L1-A,6,6,5,7,2,227.51,341.02,43,C
ALT-23894,OEM-1879476,Électrique,Démarreur 1.8kW (Denso),Denso,B-32-09-L4-A,57,57,14,27,10,37.42,60.04,8,C
BEL-23895,OEM-2200461,Moteur & Refroidissement,Kit distribution + pompe (Nissens),Nissens,B-10-07-L3-D,14,14,7,10,2,201.79,278.55,14,C
ARM-23896,OEM-2827569,Suspension,Amortisseur bitube (Moog),Moog,B-18-10-L2-E,44,44,3,33,12,123.31,185.69,7,C
RAD-23897,OEM-2722616,Moteur & Refroidissement,Kit distribution + pompe (SKF),SKF,A-13-09-L4-A,14,14,3,11,3,37.05,61.74,27,C
STR-23898,OEM-8493075,Suspension,Amortisseur bitube (Moog),Moog,C-02-08-L1-A,165,165,8,119,50,196.45,308.18,10,C
CAB-23899,OEM-8637785,Filtration,Filtre à huile (Mahle),Mahle,B-40-08-L4-A,200,200,11,100,54,12.06,17.12,8,C
WAT-23900,OEM-3930626,Moteur & Refroidissement,Kit distribution + pompe (Continental),Continental,C-04-03-L1-D,97,97,15,117,40,144.92,209.72,7,C
FLT-23901,OEM-5940882,Filtration,Filtre à air (Wix),Wix,C-14-05-L1-A,5,5,1,9,3,19.1,26.85,42,C
